93651369700171810020500123110112-812-12304-123-812-10409-81307-119                                                                                                                                  2   
07272230000171810020579123110112-812-12304-123-812-10409-81307-107                                                                                                                                  2   
07272230077171810020579123110112-812-12304-123-812-10409-81307-107                                                                                                                                .06   
07613002000171810020579123110112-812-12304-123-812-10409-81307-107                                                                                                                                  2   
07613002077171810020579123110112-812-12304-123-812-10409-81307-107                                                                                                                                  2   
07872030000171810020579123110112-812-12304-123-812-10409-81307-107                                                                                                                                  2   
07872030001171810020579123110112-812-12304-123-812-10409-81307-107                                                                                                                                  2   
07872030077171810020579123110112-812-12304-123-812-10409-81307-107                                                                                                                                 .5   
91140011400171810020579123110112-812-12304-123-812-10409-850                                                                                                                                        6   
91240014600171810020579123110112-812-12304-123-812-10409-850                                                                                                                                       10   
94241721000171810020579123110112-812-12304-123-812-10409-81307-107                                                                                                                                  2   
07271250000171810020600123110112-812-12304-123-812-10409-81307-107                                                                                                                                  0   
93651089500171810020600123110112-812-12304-123-812-10409-81307-119                                                                                                                                 24   
06272242001171810020602123110112-812-12304-123-812-10409-81320-120                                                                                                                                  2   
06613000000171810020602123110112-812-12304-123-812-10409-81307-107                                                                                                                                 15   
06613000077171810020602123110112-812-12304-123-812-10409-81307-107                                                                                                                                 10   
07271250000171810020602123110112-812-12304-123-812-10409-81307-107                                                                                                                                 34   
07271250077171810020602123110112-812-12304-123-812-10409-81307-107                                                                                                                                  5   
07613002000171810020602123110112-812-12304-123-812-10409-81307-107                                                                                                                                 38   
07613002077171810020602123110112-812-12304-123-812-10409-81307-107                                                                                                                                 38   
37271360000171810020602123110112-812-12304-123-812-10409-81307-107                                                                                                                                  4   
90560001500171810020602123110112-812-12304-123-812-10409-81320-120                                                                                                                                  2   
91140011400171810020602123110112-812-12304-123-812-10409-850                                                                                                                                       10   
91240014600171810020602123110112-812-12304-123-812-10409-850                                                                                                                                       20   
94241701200171810020602123110112-812-12304-123-812-10409-81307-107                                                                                                                                  4   
94247160000171810020602123110112-812-12304-123-812-10409-81307-107                                                                                                                                  4   
99171215900171810020602123110112-812-12304-123-812-10409-81307-107                                                                                                                                  6   
99171222500171810020602123110112-812-12304-123-812-10409-81307-107                                                                                                                                 14   
99171222577171810020602123110112-812-12304-123-812-10409-81307-107                                                                                                                                  5   
99177511200171810020602123110112-812-12304-123-812-10409-850                                                                                                                                      200   
06600400000171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 10   
06600400077171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 10   
06615000000171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 43   
06615000077171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 43   
06673012000171810020679123110112-812-12304-123-812-10409-81307-134                                                                                                                                  8   
07271250000171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                  2   
07272230000171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 28   
07272230077171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 14   
07274080000171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 12   
07274080077171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                  6   
07275030000171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 12   
07275030077171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                  6   
07600401000171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 10   
07600401077171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 10   
07613002000171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 22   
07613002077171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 22   
07613401000171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                  8   
07613401077171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                  8   
07614001000171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 47   
07614001077171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 47   
07615000000171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 43   
07615000001171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 43   
07615000071171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 43   
07615000077171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 43   
07870020095171810020679123110112-812-12304-123-812-10409-81307-107-840                                                                                                                             12   
07871440000171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 36   
07871440077171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 36   
07872030000171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 28   
07872030001171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 28   
07872030077171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                  1   
07874010000171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 14   
07874010001171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 12   
07874010077171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 14   
07875020000171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 12   
07875020077171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 12   
37271360000171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 32   
37272370000171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 28   
37871490000171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 36   
91140011400171810020679123110112-812-12304-123-812-10409-850                                                                                                                                      280   
91240014600171810020679123110112-812-12304-123-812-10409-850                                                                                                                                      180   
92520018600171810020679123110112-812-12304-123-812-10409-850                                                                                                                                       20   
92520019700171810020679123110112-812-12304-123-812-10409-850                                                                                                                                       50   
94240060000171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                  8   
94240060001171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                  8   
94241721000171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 22   
94241744000171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                  2   
94247260000171810020679123110112-812-12304-123-812-10409-81307-107                                                                                                                                 18   
96600000000171810020679123110112-812-12304-123-812-10409-81307                                                                                                                                     61   
93651269700171810020800   110112-812-12304-123-812-10409-81307-119                                                                                                                                 12   
93651369700171810020800   110112-812-12304-123-812-10409-81307-119                                                                                                                                 12   
06613000000171810020802123110112-812-12304-123-812-10409-81320-107                                                                                                                                 29   
06613000077171810020802123110112-812-12304-123-812-10409-81320-107                                                                                                                                 20   
91240014600171810020802123110112-812-12304-123-812-10409-850                                                                                                                                      120   
92170037100171810020802123110112-812-12304-123-812-10409-850                                                                                                                                        6   
92171167900171810020802123110112-812-12304-123-812-10409-81320-120                                                                                                                                  8   
92171565000171810020802123110112-812-12304-123-812-10409-81320-120                                                                                                                                  8   
98170012400171810020802123110112-812-12304-123-812-10409-850                                                                                                                                        6   
98170013500171810020802123110112-812-12304-123-812-10409-850                                                                                                                                       16   
98171129000171810020802123110112-812-12304-123-812-10409-81320-107                                                                                                                                  8   
07272230000171810020879123110112-812-12304-123-812-10409-81307-107                                                                                                                                 38   
07272230077171810020879123110112-812-12304-123-812-10409-81307-107                                                                                                                                  4   
07600401000171810020879123110112-812-12304-123-812-10409-81307-107                                                                                                                                 10   
07600401077171810020879123110112-812-12304-123-812-10409-81307-136                                                                                                                                 10   
07613002000171810020879123110112-812-12304-123-812-10409-81307-107                                                                                                                                 40   
07613002077171810020879123110112-812-12304-123-812-10409-81307-107                                                                                                                                 40   
07614001000171810020879123110112-812-12304-123-812-10409-81307-107                                                                                                                                 12   
07614001077171810020879123110112-812-12304-123-812-10409-81307-107                                                                                                                                 12   
07872030000171810020879123110112-812-12304-123-812-10409-81307-107                                                                                                                                 38   
07872030001171810020879123110112-812-12304-123-812-10409-81307-107                                                                                                                                 38   
07872030077171810020879123110112-812-12304-123-812-10409-81307-107                                                                                                                                1.5   
37272370000171810020879123110112-812-12304-123-812-10409-81307-107                                                                                                                                 38   
91140011400171810020879123110112-812-12304-123-812-10409-850                                                                                                                                      110   
91240014600171810020879123110112-812-12304-123-812-10409-850                                                                                                                                      150   
92520019700171810020879123110112-812-12304-123-812-10409-850                                                                                                                                       80   
94241721000171810020879123110112-812-12304-123-812-10409-81307-107                                                                                                                                 16   
94241731000171810020879123110112-812-12304-123-812-10409-81307-107                                                                                                                                  9   
94241733000171810020879123110112-812-12304-123-812-10409-81307-107                                                                                                                                  9   
94247260000171810020879123110112-812-12304-123-812-10409-81307-107                                                                                                                                 16   
94247360000171810020879123110112-812-12304-123-812-10409-81307-107                                                                                                                                  9   
94247360001171810020879123110112-812-12304-123-812-10409-81307-107                                                                                                                                  9   
06600400000171810021079123110112-812-12304-123-812-10409-81307-107                                                                                                                                 10   
06600400077171810021079123110112-812-12304-123-812-10409-81307-107                                                                                                                                 10   
06613000000171810021079123110112-812-12304-123-812-10409-81307-107                                                                                                                                 24   
06613000077171810021079123110112-812-12304-123-812-10409-81307-107                                                                                                                                 15   
07611014000171810021079123110112-812-12304-123-812-10409-81307-134                                                                                                                                  6   
07611014077171810021079123110112-812-12304-123-812-10409-81307-134                                                                                                                                2.8   
07872030000171810021079123110112-812-12304-123-812-10409-81307-107                                                                                                                                 12   
07872030001171810021079123110112-812-12304-123-812-10409-81307-107                                                                                                                                 12   
07872030077171810021079123110112-812-12304-123-812-10409-81307-107                                                                                                                                 12   
92520019700171810021079123110112-812-12304-123-812-10409-850                                                                                                                                       20   
86310800000171810021202   1138-104-138-10409-81307-108                                                                                                                                             10   
07272230000171810021479123110112-812-12304-123-812-10409-81307-107                                                                                                                                 14   
07273047000171810021479123110112-812-12304-123-812-10409-81307-138                                                                                                                                 10   
07273047077171810021479123110112-812-12304-123-812-10409-81307-138                                                                                                                                 10   
07872030000171810021479123110112-812-12304-123-812-10409-81307-107                                                                                                                                 14   
07872030001171810021479123110112-812-12304-123-812-10409-81307-107                                                                                                                                 14   
91140011400171810021479123110112-812-12304-123-812-10409-850                                                                                                                                       72   
91240014600171810021479123110112-812-12304-123-812-10409-850                                                                                                                                      150   
93651069400171810021479123110112-812-12304-123-812-10409-81307-119                                                                                                                                 25   
94241721000171810021479123110112-812-12304-123-812-10409-81307-107                                                                                                                                 14   
94241732000171810021479123110112-812-12304-123-812-10409-81307-138                                                                                                                                 10   
00170020000171810060411123110112-812-123-812-10409-81320-120                                                                                                                                        2   
00170020001171810060411123110112-812-123-812-10409-81320-120                                                                                                                                        2   
00170020002171810060411123110112-812-123-812-10409-81320-120                                                                                                                                        2   
00170020010171810060411123110112-812-123-812-10409-81320-120                                                                                                                                        2   
00170320000171810060411123110112-812-123-812-10409-81320-120                                                                                                                                        1   
00170320001171810060411123110112-812-123-812-10409-81320-120                                                                                                                                        1   
00170320002171810060411123110112-812-123-812-10409-81320-120                                                                                                                                        1   
00171911000171810060411123110112-812-123-812-10409-81320-120                                                                                                                                       35   
00171911001171810060411123110112-812-123-812-10409-81320-120                                                                                                                                       35   
00171911002171810060411123110112-812-123-812-10409-81320-120                                                                                                                                       35   
00176902011171810060411123110112-812-123-812-10409-81303-134                                                                                                                                        3   
00176902013171810060411123110112-812-123-812-10409-81303-134                                                                                                                                        3   
01700020000171810060411123110112-812-123-812-10409-81320-120                                                                                                                                        2   
01700020001171810060411123110112-812-123-812-10409-81320-120                                                                                                                                        2   
01700020002171810060411123110112-812-123-812-10409-81320-120                                                                                                                                        2   
01700020010171810060411123110112-812-123-812-10409-81320-120                                                                                                                                        2   
01700020011171810060411123110112-812-123-812-10409-81320-120                                                                                                                                        2   
01700190001171810060411123110112-812-123-812-10409-81320-120                                                                                                                                        2   
01703020000171810060411123110112-812-123-812-10409-81320-120                                                                                                                                        1   
01703020001171810060411123110112-812-123-812-10409-81320-120                                                                                                                                        1   
01703020002171810060411123110112-812-123-812-10409-81320-120                                                                                                                                        1   
01703020003171810060411123110112-812-123-812-10409-81320-120                                                                                                                                        1   
01703020006171810060411123110112-812-123-812-10409-81320-120                                                                                                                                        1   
01703150000171810060411123110112-812-123-812-10409-81320-120                                                                                                                                        2   
01719068000171810060411123110112-812-123-812-10409-81320-120                                                                                                                                       40   
01719074003171810060411123110112-812-123-812-10409-81320-120                                                                                                                                       37   
01719074006171810060411123110112-812-123-812-10409-81320-120                                                                                                                                       35   
01719074007171810060411123110112-812-123-812-10409-81320-120                                                                                                                                       37   
01719074008171810060411123110112-812-123-812-10409-81320-120                                                                                                                                       37   
01719074009171810060411123110112-812-123-812-10409-81320-120                                                                                                                                       37   
01719074010171810060411123110112-812-123-812-10409-81320-120                                                                                                                                        0   
01769158011171810060411123110112-812-123-812-10409-81303-134                                                                                                                                        3   
01769158013171810060411123110112-812-123-812-10409-81303-134                                                                                                                                        3   
01769158015171810060411123110112-812-123-812-10409-81303-134                                                                                                                                        3   
11747000091171810060411123110112-812-123-812-10409-81320-120                                                                                                                                       20   
31174710024171810060411123110112-812-123-812-10409-81320-120                                                                                                                                       24   
90017015500171810060411123110112-812-123-812-10409-850                                                                                                                                             60   
90170016100171810060411123110112-812-123-812-10409-850                                                                                                                                             60   
90170016500171810060411123110112-812-123-812-10409-81320                                                                                                                                           60   
94241701200171810060411123110112-812-123-812-10409-81320-107                                                                                                                                        4   
05600000001171810060511123110112-812-12304-123-812-10409-81320-120                                                                                                                                 20   
05600000001171810060611123110112-812-12304-123-812-10409-81320-120                                                                                                                                 21   
05624001002171810060611123110112-812-12304-123-812-10409-81320-13418                                                                                                                               22   
05624005002171810060811123110112-812-12304-123-812-10409-81320-13418                                                                                                                                8   
93011298700171810121079123110112-812-12304-123-812-10409-81303-114                                                                                                                                  8   
01708005000171810121201123110112-812-12304-123-812-10409-81303-114                                                                                                                                  3   
01708005077171810121201123110112-812-12304-123-812-10409-81303-114                                                                                                                                  3   
05600150010171810121201123110112-812-12304-123-812-10409-81303-114                                                                                                                                  4   
05600151000171810121201123110112-812-12304-123-812-10409-81303-114                                                                                                                                  8   
05600152000171810121201123110112-812-12304-123-812-10409-81303-114                                                                                                                                  8   
11721671100171810121201123110112-812-12304-123-812-10409-81303-114                                                                                                                                  3   
00170020000171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                  5   
00170020001171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                  5   
00170020002171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                  5   
00170020010171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                  5   
01700020000171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                  5   
01700020001171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                  5   
01700020002171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                  5   
01700020010171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                  5   
01700020011171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                  5   
01719068000171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                  5   
01719074003171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                  5   
01719074007171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                  5   
01719074008171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                  5   
01719074009171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                  5   
01719074010171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                  0   
01740054000171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                 18   
01740054001171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                 18   
01740054002171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                 18   
01740054004171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                 21   
01740054005171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                 19   
01740054006171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                 18   
01740054014171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                 21   
01740054071171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                  9   
01740054074171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                 10   
01740054075171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                  2   
01740054077171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                  9   
01779020000171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                  3   
11721400000171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                 18   
11791000000171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                 18   
31172400000171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                 21   
31179101000171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                 18   
31179101034171810130511123110112-812-12304-123-812-10409-81320-120                                                                                                                                 18   
90017015500171810130511123110112-812-12304-123-812-10409-850                                                                                                                                       31   
90170016100171810130511123110112-812-12304-123-812-10409-850                                                                                                                                       31   
90170016500171810130511123110112-812-12304-123-812-10409-81320                                                                                                                                     31   
72611500700171810131211123110112-812-12304-123-812-10409-81307-107                                                                                                                                  1   
05166100000171810140611123110112-812-12304-123-812-10409-81320-120                                                                                                                                  4   
05166100020171810140611123110112-812-12304-123-812-10409-81320-120                                                                                                                                  4   
05166100075171810140611123110112-812-12304-123-812-10409-81320-120                                                                                                                                  1   
05166100077171810140611123110112-812-12304-123-812-10409-81320-120                                                                                                                                  1   
06265340001171810140611123110112-812-12304-123-812-10409-81320-120                                                                                                                                 35   
06265340010171810140611123110112-812-12304-123-812-10409-81320-120                                                                                                                                 10   
